0,29,380,414,1217,1260,1767,1815,2910,2967,3630,3692,5079,5150,5969,6045,7724,7809,8784,8874,10845,10944,12075,12179,14442,14555,15842,15960,18515,18642,20085,20217,23064,23205,24804,24950,28089,28244,29999,30159,33590,33759,35670,35844,39567,39750,41817,42005,46020,46217,48440,48642,52949,53160,55539,55755
0,145,244,405,1219,1432,1575,1804,2914,3195,3382,3679,5085,5434,5665,6030,7732,8149,8424,8857,10855,11340,11659,12160,14454,15007,15370,15939,18529,19150,19557,20194,23080,23769,24220,24925,28107,28864,29359,30132,33610,34435,34974,35815,39589,40482,41065,41974,46044,47005,47632,48609,52975,54004,54675,55720
0,150,222,387,1223,1443,1547,1782,2922,3212,3348,3653,5097,5457,5625,6000,7748,8178,8378,8823,10875,11375,11607,12122,14478,15048,15312,15897,18557,19197,19493,20148,23112,23822,24150,24875,28143,28923,29283,30078,33650,34500,34892,35757,39633,40553,40977,41912,46092,47082,47538,48543,53027,54087,54575,55650
0,59,302,369,1227,1314,1665,1760,2930,3045,3504,3627,5109,5252,5819,5970,7764,7935,8610,8789,10895,11094,11877,12084,14502,14729,15620,15855,18585,18840,19839,20102,23144,23427,24534,24825,28179,28490,29705,30024,33690,34029,35352,35699,39677,40044,41475,41850,46140,46535,48074,48477,53079,53502,55149,55580
0,72,279,360,1229,1335,1634,1749,2934,3074,3465,3614,5115,5289,5772,5955,7772,7980,8555,8772,10905,11147,11814,12065,14514,14790,15549,15834,18599,18909,19760,20079,23160,23504,24447,24800,28197,28575,29610,29997,33710,34122,35249,35670,39699,40145,41364,41819,46164,46644,47955,48444,53105,53619,55022,55545
0,147,183,342,1233,1448,1500,1727,2942,3225,3293,3588,5127,5478,5562,5925,7788,8207,8307,8738,10925,11412,11528,12027,14538,15093,15225,15792,18627,19250,19398,20033,23192,23883,24047,24750,28233,28992,29172,29943,33750,34577,34773,35612,39743,40638,40850,41757,46212,47175,47403,48378,53157,54188,54432,55475
0,90,225,324,1237,1369,1564,1705,2950,3124,3379,3562,5139,5355,5670,5895,7804,8062,8437,8704,10945,11245,11680,11989,14562,14904,15399,15750,18655,19039,19594,19987,23224,23650,24265,24700,28269,28737,29412,29889,33790,34300,35035,35554,39787,40339,41134,41695,46260,46854,47709,48312,53209,53845,54760,55405
0,73,217,297,1243,1350,1558,1672,2962,3103,3375,3523,5157,5332,5668,5850,7828,8037,8437,8653,10975,11218,11682,11932,14598,14875,15403,15687,18697,19008,19600,19918,23272,23617,24273,24625,28323,28702,29422,29808,33850,34263,35047,35467,39853,40300,41148,41602,46332,46813,47725,48213,53287,53802,54778,55300
0,122,149,279,1247,1425,1464,1650,2970,3204,3255,3497,5169,5459,5522,5820,7844,8190,8265,8619,10995,11397,11484,11894,14622,15080,15179,15645,18725,19239,19350,19872,23304,23874,23997,24575,28359,28985,29120,29754,33890,34572,34719,35409,39897,40635,40794,41540,46380,47174,47345,48147,53339,54189,54372,55230
0,30,228,261,1251,1295,1581,1628,2978,3036,3410,3471,5181,5253,5715,5790,7860,7946,8496,8585,11015,11115,11753,11856,14646,14760,15486,15603,18753,18881,19695,19826,23336,23478,24380,24525,28395,28551,29541,29700,33930,34100,35178,35351,39941,40125,41291,41478,46428,46626,47880,48081,53391,53603,54945,55160
0,74,155,234,1257,1365,1482,1595,2990,3132,3285,3432,5199,5375,5564,5745,7884,8094,8319,8534,11045,11289,11550,11799,14682,14960,15257,15540,18795,19107,19440,19757,23384,23730,24099,24450,28449,28829,29234,29619,33990,34404,34845,35264,40007,40455,40932,41385,46500,46982,47495,47982,53469,53985,54534,55055
0,61,151,216,1261,1350,1480,1573,2998,3115,3285,3406,5211,5356,5566,5715,7900,8073,8323,8500,11065,11266,11556,11761,14706,14935,15265,15498,18823,19080,19450,19711,23416,23701,24111,24400,28485,28798,29248,29565,34030,34371,34861,35206,40051,40420,40950,41323,46548,46945,47515,47916,53521,53946,54556,54985
0,75,93,171,1271,1380,1406,1518,3018,3161,3195,3341,5241,5418,5460,5640,7940,8151,8201,8415,11115,11360,11418,11666,14766,15045,15111,15393,18893,19206,19280,19596,23496,23843,23925,24275,28575,28956,29046,29430,34130,34545,34643,35061,40161,40610,40716,41168,46668,47151,47265,47751,53651,54168,54290,54810
0,31,76,108,1285,1330,1395,1441,3046,3105,3190,3250,5283,5356,5461,5535,7996,8083,8208,8296,11185,11286,11431,11533,14850,14965,15130,15246,18991,19120,19305,19435,23608,23751,23956,24100,28701,28858,29083,29241,34270,34441,34686,34858,40315,40500,40765,40951,46836,47035,47320,47520,53833,54046,54351,54565
